#,Time of Day,Thread,Module,API,Return Value,Error,Duration
00:00.0,53:37.9,6,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_ACCESS_DENIED ),,,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000008
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000002
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'P' ),'P',,0
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlInitUnicodeString ( 0x00000000007df2a8, ""C:\$Recycle.Bin\S-1-5-21-2353042865-3673357052-4252726998-1001\*"" )",,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlDosPathNameToRelativeNtPathName_U ( ""C:\$Recycle.Bin\S-1-5-21-2353042865-3673357052-4252726998-1001\*"", 0x00000000007df298, 0x00000000007df290, 0x00000000007df2b8 )",TRUE,,0.0000011
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""P:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000012
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlIsDosDeviceName_U ( ""C:\$Recycle.Bin\S-1-5-21-2353042865-3673357052-4252726998-1001\*"" )",0,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,6,KERNELBASE.dll,"NtOpenFile ( 0x00000000007df280, FILE_READ_DATA/FILE_LIST_DIRECTORY | SYNCHRONIZE, 0x00000000007df2f8, 0x00000000007df2e8, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_DIRECTORY_FILE | FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_SUCCESS,,0.0000169
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000009
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'Q' ),'Q',,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:37.9,6,KERNELBASE.dll,RtlReleaseRelativeName ( 0x00000000007df2b8 ),,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""Q:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000003
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e3aa0 )",TRUE,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000047
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_CREATE_ENABLE_EXECUTE | 524288, 80 )",0x00000000004e3aa0,,0.0000022
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000011
00:00.0,53:37.9,6,KERNELBASE.dll,RtlInitializeCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000038
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'R' ),'R',,0.0000002
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_CREATE_ENABLE_EXECUTE | 524288, 4096 )",0x00000000004fb000,,0.0000078
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""R:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.000002
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000017
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000006
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'S' ),'S',,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_NO_MORE_FILES ),ERROR_NO_MORE_FILES,,0.0000005
00:00.0,53:37.9,6,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_NO_MORE_FILES ),,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,NtClose ( 0x00000000000001c4 ),STATUS_SUCCESS,,0.000018
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""S:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000015
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000037
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004fb000 )",TRUE,,0.0000028
00:00.0,53:37.9,6,KERNELBASE.dll,RtlDeleteCriticalSection ( 0x00000000004e3ac8 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000015
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e3aa0 )",TRUE,,0.0000006
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000009
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_NO_MORE_FILES ),ERROR_NO_MORE_FILES,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'T' ),'T',,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000007
00:00.0,53:37.9,6,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_NO_MORE_FILES ),,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""T:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000014
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000044
00:00.0,53:37.9,6,KERNELBASE.dll,NtClose ( 0x00000000000001cc ),STATUS_SUCCESS,,0.0000388
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000015
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000011
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f9fd0 )",TRUE,,0.0000028
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'U' ),'U',,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,RtlDeleteCriticalSection ( 0x00000000004e3a48 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e3a20 )",TRUE,,0.0000005
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000008
00:00.0,53:37.9,6,KERNELBASE.dll,RtlEnterCriticalSection ( 0x00000000004f9f78 ),STATUS_SUCCESS,,0
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""U:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000011
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_CREATE_ENABLE_EXECUTE | 524288, 4096 )",0x00000000004f9fd0,,0.000003
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000027
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,6,KERNELBASE.dll,RtlLeaveCriticalSection ( 0x00000000004f9f78 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlInitUnicodeString ( 0x00000000007df578, ""C:\$SysReset\*"" )",,,0.0000002
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlDosPathNameToRelativeNtPathName_U ( ""C:\$SysReset\*"", 0x00000000007df568, 0x00000000007df560, 0x00000000007df588 )",TRUE,,0.0000015
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000007
00:00.0,53:37.9,6,KERNELBASE.dll,"RtlIsDosDeviceName_U ( ""C:\$SysReset\*"" )",0,,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'V' ),'V',,0
00:00.0,53:37.9,6,KERNELBASE.dll,"NtOpenFile ( 0x00000000007df550, FILE_READ_DATA/FILE_LIST_DIRECTORY | SYNCHRONIZE, 0x00000000007df5c8, 0x00000000007df5b8, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_DIRECTORY_FILE | FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_SUCCESS,,0.0000804
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""V:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000006
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000024
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000012
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'W' ),'W',,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""W:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000016
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000005
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'X' ),'X',,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000005
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""X:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000005
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.000001
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000005
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'Y' ),'Y',,0.0000001
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""Y:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000004
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000012
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'Z' ),'Z',,0
00:00.0,53:37.9,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""Z:\"", 0x000000000355f9d8, NULL, NULL )",TRUE,,0.0000003
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_NON_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000013
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenSymbolicLinkObject ( 0x000000000355f2e8, 1, 0x000000000355f300 )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355f9d0, FILE_READ_ATTRIBUTES | SYNCHRONIZE, 0x000000000355fa00, 0x000000000355fa30, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_OBJECT_NAME_NOT_FOUND,0xc0000034 = Object Name not found. ,0.0000007
00:00.0,53:37.9,4,KERNELBASE.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004e1b90 )",TRUE,,0.0000002
00:00.0,53:37.9,4,KERNELBASE.dll,"NtFreeVirtualMemory ( GetCurrentProcess(), 0x000000000355fed8, 0x000000000355fed0, MEM_RELEASE )",STATUS_SUCCESS,,0.0000092
